,container,namespace,node,pod,2022-04-20_10_00_00,2022-04-20_10_01_00,2022-04-20_10_02_00,2022-04-20_10_03_00,2022-04-20_10_04_00,2022-04-20_10_05_00,2022-04-20_10_06_00,2022-04-20_10_07_00,2022-04-20_10_08_00,2022-04-20_10_09_00,2022-04-20_10_10_00,2022-04-20_10_11_00,2022-04-20_10_12_00,2022-04-20_10_13_00,2022-04-20_10_14_00,2022-04-20_10_15_00,2022-04-20_10_16_00,2022-04-20_10_17_00,2022-04-20_10_18_00,2022-04-20_10_19_00,2022-04-20_10_20_00,2022-04-20_10_21_00,2022-04-20_10_22_00,2022-04-20_10_23_00,2022-04-20_10_24_00,2022-04-20_10_25_00,2022-04-20_10_26_00,2022-04-20_10_27_00,2022-04-20_10_28_00,2022-04-20_10_29_00,2022-04-20_10_30_00,2022-04-20_10_31_00,2022-04-20_10_32_00,2022-04-20_10_33_00,2022-04-20_10_34_00,2022-04-20_10_35_00,2022-04-20_10_36_00,2022-04-20_10_37_00,2022-04-20_10_38_00,2022-04-20_10_39_00,2022-04-20_10_40_00,2022-04-20_10_41_00,2022-04-20_10_42_00,2022-04-20_10_43_00,2022-04-20_10_44_00,2022-04-20_10_45_00,2022-04-20_10_46_00,2022-04-20_10_47_00,2022-04-20_10_48_00,2022-04-20_10_49_00,2022-04-20_10_50_00,2022-04-20_10_51_00,2022-04-20_10_52_00,2022-04-20_10_53_00,2022-04-20_10_54_00,2022-04-20_10_55_00,2022-04-20_10_56_00,2022-04-20_10_57_00,2022-04-20_10_58_00,2022-04-20_10_59_00,2022-04-20_11_00_00
0,acm-agent,open-cluster-management-agent-addon,oct-03-20-compute,klusterlet-addon-workmgr-554964678f-znkxd,0.004820554093841984,0.004578392744445039,0.004728523562963111,0.004600487229819075,0.004969071500001384,0.005053491581481838,0.004383352643566876,0.004598035825926706,0.004545737151851493,0.004585447896296399,0.004781609753659698,0.004283290462010203,0.004790750007407917,0.00460966515560611,0.004947523411111535,0.004730603570369904,0.004710677448147855,0.004984517748149571,0.004811420194522118,0.004852908851851815,0.004940320343113801,0.0047744017185188435,0.004709153069501232,0.004983966311111645,0.005085159355556042,0.004750656570370295,0.004727085091332865,0.004530697755555795,0.004763603555620976,0.004571264707407896,0.004759728981480293,0.004487385774074129,0.004538829878329928,0.004944895269382539,0.004760905996991571,0.004734216966667023,0.0043899978740733385,0.004481598767398422,0.004818154948147653,0.004573903885185009,0.004861499122221682,0.004805227277776996,0.005103477079035567,0.004944303022222341,0.004660757229629343,0.004938427037035986,0.0047173735342696055,0.004559760927695876,0.004981101126633456,0.004789704999999837,0.004824629996296103,0.004823180244444235,0.00472252702963016,0.0049513744213089544,0.004833386855556523,0.004780062874075426,0.004606159500001552,0.004723539455264302,0.0045200924925935665,0.0047456553370365225,0.0046206189111116045
1,alertmanager,openshift-monitoring,oct-03-03-compute,alertmanager-main-0,0.008957840388500025,0.009059735177776963,0.009188750137039918,0.009068544955557123,0.009510984977778546,0.009600147829631304,0.009802672059258503,0.009828940585187714,0.010201493722221736,0.009941312037035797,0.010598802885184947,0.009887686977776023,0.009097952618520611,0.009016001407410469,0.008807819285185462,0.008026384496295376,0.007900152544442353,0.008501045677776684,0.008314250414814187,0.008908689618517571,0.008315484649827776,0.008633773540741123,0.00865658973703763,0.008763883300000292,0.008571290944446783,0.008853576207406554,0.009471103307408125,0.008745562025223285,0.008970166748150842,0.009260313770152647,0.008334064362962737,0.008382164990721894,0.00848507964444286,0.008100819044446124,0.008836369877776128,0.009260835214815785,0.009522721934562944,0.009786942309829506,0.009627710392592068,0.008851912563610303,0.008385617651853224,0.008391733699998575,0.0084365468888892,0.008685408718516826,0.008027634396296857,0.008580941444442606,0.008580007470370927,0.008060791107409725,0.008556908944444365,0.008730844455557317,0.008850501025925175,0.008746676220142148,0.008633411777777333,0.009032633862962366,0.008782281388886514,0.008791614322220725,0.0087628685074075,0.008977271337038541,0.009004044259260506,0.00862420504672354,0.008332414996295012
2,alertmanager,openshift-monitoring,oct-03-09-compute,alertmanager-main-2,0.007858544985186167,0.008270860845895026,0.00807310537037059,0.0077559123925918065,0.007989656766666386,0.0076004515438484995,0.007971747311111594,0.008079720892593052,0.00798522433703713,0.007886678500000457,0.0077988994777789,0.007540666237036932,0.008329369888889673,0.0075376545703706894,0.007616684551851873,0.007830946951851192,0.007610863355556057,0.008395209611110963,0.008247456633334543,0.00790324096296226,0.007642013907407429,0.008306393777776842,0.008549162959259239,0.00809825682222254,0.007603850762961885,0.007962797674074158,0.0076334776111118,0.0074513520888878585,0.007787831007406704,0.00816415277407335,0.008223273511111986,0.00790412613703632,0.008102893574074121,0.007652920481480883,0.0074426810666662095,0.007825748107407654,0.007788638548148205,0.007996245459258314,0.008433656418519269,0.007538917992591183,0.007998943555555714,0.008001570547102826,0.007876744333333154,0.007518262048147843,0.007548212570369559,0.007434848609990577,0.007757172592593838,0.007703394699998443,0.008180245399999979,0.007775068862963089,0.007771762296296303,0.007504603107406219,0.007670980818518191,0.007678139188889571,0.00760687266666638,0.007755730651851319,0.007993454403702818,0.008067721933332873,0.007931765466667089,0.007869535611111877,0.007776249300000188
3,alertmanager,openshift-monitoring,oct-03-12-compute,alertmanager-main-1,0.004879771144443886,0.004900747759259301,0.00496926788690468,0.004884360070370046,0.005207506455555497,0.005126761285184868,0.0047284407962959255,0.00480125951481501,0.00483415317407384,0.0049670626666671455,0.00509201210370436,0.004907035284792812,0.004824402933333524,0.00456051840740791,0.004761343403703433,0.004635095970370963,0.004776294422222068,0.004960125662032182,0.004989397570370279,0.004608679996295838,0.0048001696851854465,0.004785463392592512,0.005009743429629318,0.004387381344444866,0.004617835233333339,0.0047208573962961966,0.004600836992592492,0.004907231151852372,0.004981406266666387,0.0048114382481479106,0.0049603500592588215,0.004844682562962691,0.00497171674814783,0.005155510974074146,0.004813560544444381,0.004830789229629739,0.004328698462962974,0.004380382022222202,0.004565982262962549,0.0046622580666667935,0.004560485125926385,0.004830796699999425,0.005026197029629927,0.004697294662963503,0.00484426932222235,0.004825053988889118,0.005031563411111401,0.004658768203704414,0.004812734985185436,0.004769444459259796,0.004925658903703657,0.005037193855555752,0.0050920663740742856,0.005103877503702953,0.0054553839962965065,0.005111523581481211,0.004838024866666678,0.004769919077777255,0.005031389148147928,0.0047802008518517515,0.005072971266666308
4,alertmanager-proxy,openshift-monitoring,oct-03-03-compute,alertmanager-main-0,0.006390124089229704,0.006490873070370745,0.0064522114444453445,0.006512569433334647,0.006492172300000608,0.006302076096295019,0.0060267480333331385,0.006094600859259353,0.006740470903704826,0.006362433303702683,0.0066899832037035116,0.006482375437036792,0.006801427685185345,0.006449559244443932,0.006055724696297047,0.006358825818518165,0.00609599481111184,0.006319792925926406,0.006055143007407188,0.006209875214815637,0.006532950832786652,0.006483808355554815,0.0059919829444441824,0.006264415611111771,0.006239457192591376,0.006238764925925958,0.006119112133332979,0.00609748021259754,0.00618018308888774,0.0061212606658579295,0.00576218661481444,0.005795832301840218,0.005947504800000118,0.0064723204666666725,0.006318701396296294,0.006181582125925532,0.006018455954577803,0.005864004585287186,0.006245832937037011,0.006100069618002836,0.005848135192593839,0.005947661855555419,0.006223821470370308,0.005995955299999036,0.005745210474073988,0.005567317214815746,0.0056452557925930945,0.0057556685555566756,0.00603402897777751,0.006315632744444547,0.005970911377776416,0.005802176481263556,0.006471586114814811,0.006369801066667033,0.0058808251296290515,0.005802695040741431,0.006245754944443939,0.005968127803704125,0.006204727774074517,0.005790191816944603,0.0060233184074082536
5,alertmanager-proxy,openshift-monitoring,oct-03-09-compute,alertmanager-main-2,0.0064210070666663194,0.005869561397727054,0.005992622422221489,0.005790625303704172,0.006055255474073555,0.0061376075583223924,0.006244688566667485,0.006024270455554872,0.005710529896296741,0.00579800165185218,0.006443487814813463,0.006083406518519042,0.006111603629629087,0.0062734158370370075,0.0062114011407410795,0.006677861244443868,0.0066136112999999955,0.005972821185186049,0.00632812053333375,0.0062254354370385,0.006292392411109582,0.006632435796296301,0.0059633092925920495,0.00627279247777787,0.00648834920370468,0.0063083288925924914,0.006719285400000716,0.006001484270370418,0.006270281733333362,0.006299853814814723,0.006197075762963358,0.00635170015185159,0.006017395240740844,0.006113713207408487,0.006142563611111083,0.006388589355556516,0.006384043911111805,0.0059966966148143315,0.006315935370370157,0.006302300348148426,0.006167723062962642,0.0064546243722304105,0.0061834580185185836,0.006040086403704159,0.005971814411111189,0.006059701786680141,0.006143349651850899,0.006195242388888869,0.006544563703703347,0.006341178674074401,0.006105820107406411,0.006117842740741254,0.005991388559259241,0.0063802135740742335,0.006200744848148236,0.005985001144443705,0.006304140488890444,0.006331486118518082,0.006347742892591704,0.006681683051851065,0.006321770285184257
6,alertmanager-proxy,openshift-monitoring,oct-03-12-compute,alertmanager-main-1,0.0034066352703710574,0.00360815572222169,0.003541262831386221,0.003379573399999774,0.003444052699999837,0.003436134714814688,0.003443302581482149,0.0034316322592589875,0.0032736611888889524,0.0034220654703707018,0.003549034396296183,0.003469302692933345,0.003308831825926164,0.003487376696296417,0.0033596811777771214,0.003321911262962742,0.003566123437037647,0.0033997077169805223,0.0031581984555554368,0.0033834358111116,0.0034895983629633486,0.0036038859074079923,0.003541552362962311,0.003429078977777593,0.003203635833332791,0.0031933351518512575,0.0033745549111110318,0.003444859281481277,0.0034627256740737654,0.0032452988592593913,0.003403293214815103,0.003364651674073853,0.0033145013000000327,0.0036049389851853077,0.0031776462111110957,0.00325588960740788,0.0032251746407407863,0.0034213214296296766,0.003501733940740653,0.00343362087037012,0.003171663011111108,0.0033766453666666404,0.003423974118518177,0.0033827612185186135,0.0035591790148146174,0.003220416759259698,0.0032248988370375395,0.003358476711111036,0.003126908903703696,0.0031584517333326572,0.003162065700000009,0.0032075469851852853,0.003343538737037003,0.0034106824074081454,0.0034458801851853962,0.0035256522999993147,0.0033292254962959678,0.00315871824444474,0.00323894195185201,0.003471084277778034,0.0036058778740745636
7,amun-api,thoth-amun-api-prod,oct-03-15-compute,amun-api-2-44r7x,0.0005786454315483732,0.0005347920703705448,0.0005060496370384095,0.0005213991592595617,0.0005440402891870754,0.0005243841592581938,0.0005386866629628963,0.0005140981518521854,0.0005182616111108439,0.0005240543888888809,0.0004880870555569817,0.0005230796962964465,0.0005297555111122131,0.0005294789666667957,0.0005053558222226895,0.0005413089592585257,0.0005073188185178879,0.0005444171444432194,0.0005950763074064593,0.0005682359962958328,0.0006185064555548134,0.0005837027703701433,0.0005632599037047233,0.0005471768999996129,0.0005528414592592729,0.0005386041925922419,0.0005531278444441004,0.0005299172222226776,0.0005518256740725957,0.0005492746296281608,0.0005081084888893708,0.000518192422222691,0.0005142405777776192,0.000522929951852415,0.0005593656925931875,0.000515249848149324,0.0004864938407418204,0.000478689370370207,0.00048364271481457564,0.0004921830333336806,0.0004954974518518107,0.0005105617074066147,0.0004912634185193046,0.0005372932681981729,0.0005533605037035832,0.0005416985577885967,0.0005431439111109487,0.0005275702222223589,0.0005616526148144287,0.000516276992593029,0.0005115367074065742,0.000507338085184596,0.0004920354185186524,0.000508318711111618,0.0005079401697049144,0.0005378432851860756,0.0005515460518516328,0.0005617006777777499,0.0005601522592584202,0.0005423437074080505,0.0005037694333336899
8,api,opf-pulp,oct-03-31-compute,pulp-api-5899cb8576-cdcvg,0.02370355977075463,0.0243668243568666,0.02507871784443894,0.023118970718523663,0.022847394062962312,0.021462960840748297,0.0214791072185175,0.02378007062591981,0.02986450178147977,0.04060709435555812,0.04595762641851993,0.05130183584814303,0.05351359821481175,0.052502489081477206,0.04991911391852127,0.053064680333341975,0.05051295878517892,0.04861913375184317,0.05267902573703193,0.05239325620741175,0.05429289652222199,0.05426512445185465,0.0455921784370326,0.046244492437041054,0.05469679365184372,0.05950365564074472,0.06959773688888365,0.08460542861481642,0.08241614708519289,0.08252553203703968,0.07713951605554839,0.06300679379629502,0.04850170507037277,0.03575740968518841,0.022506281633333722,0.02164025545925715,0.021690914437042214,0.021552080240750608,0.021582561751845922,0.022887907044437102,0.021425836433344458,0.021805080062970068,0.021716884044440964,0.024221594559262653,0.023386697874081652,0.023663798425924917,0.028344131511120297,0.035597642814819766,0.04193555608888144,0.04458125615924979,0.04799501930371022,0.0472379677703699,0.04669087612963739,0.04763785624445181,0.048912794959270055,0.04936419892222114,0.04711442645555643,0.048613176951847796,0.04830187727777768,0.05227831218518852,0.056456575725921235
9,apicurio-bot,apicurio-apicurio-registry,oct-03-24-compute,apicurio-bot-75dc486b59-sz2wt,0.0006280502865828552,0.0006452522000000938,0.000625273655555458,0.0006694783148149057,0.0006119428296297311,0.000627945618518416,0.0005901746851851319,0.0005747527962962858,0.0006092175444444416,0.0006093501814815581,0.0005943322259259663,0.0006350328777778538,0.0006462995814815629,0.0006461805185183409,0.000644115788888813,0.0006573591851852817,0.0006478037037037734,0.0006632872814815596,0.000633031129629663,0.0006191785481481323,0.0006871389925924666,0.0006756720074075997,0.0006862818851853144,0.0006601862259258353,0.0006133605407407467,0.000639906755555507,0.0006076250111111339,0.0006546779148148171,0.0006229575777777225,0.0006822821074072854,0.000669471759259413,0.0006974008888888689,0.0006232988222220852,0.0006391952444443161,0.0006337962037036959,0.000658962966666734,0.0006675446481482242,0.0006680543074074414,0.0006681332777778455,0.0006607763629629231,0.0006346861481479967,0.0006171439185183974,0.0006570133555555913,0.0006367134148147385,0.0006669155222223506,0.0006620153740740348,0.0006447604037037781,0.0006205536666666629,0.0006843602555555343,0.0006152584037036174,0.0006278602629629825,0.0006327436592591262,0.000650154870370485,0.0006167535111109778,0.0006484472370371148,0.0006579565000000305,0.000654973403703707,0.0006338040777776583,0.0006762968666666641,0.000613824444444491,0.0006567328925924627
