,container,namespace,node,pod,2022-04-23_14_00_00,2022-04-23_14_01_00,2022-04-23_14_02_00,2022-04-23_14_03_00,2022-04-23_14_04_00,2022-04-23_14_05_00,2022-04-23_14_06_00,2022-04-23_14_07_00,2022-04-23_14_08_00,2022-04-23_14_09_00,2022-04-23_14_10_00,2022-04-23_14_11_00,2022-04-23_14_12_00,2022-04-23_14_13_00,2022-04-23_14_14_00,2022-04-23_14_15_00,2022-04-23_14_16_00,2022-04-23_14_17_00,2022-04-23_14_18_00,2022-04-23_14_19_00,2022-04-23_14_20_00,2022-04-23_14_21_00,2022-04-23_14_22_00,2022-04-23_14_23_00,2022-04-23_14_24_00,2022-04-23_14_25_00,2022-04-23_14_26_00,2022-04-23_14_27_00,2022-04-23_14_28_00,2022-04-23_14_29_00,2022-04-23_14_30_00,2022-04-23_14_31_00,2022-04-23_14_32_00,2022-04-23_14_33_00,2022-04-23_14_34_00,2022-04-23_14_35_00,2022-04-23_14_36_00,2022-04-23_14_37_00,2022-04-23_14_38_00,2022-04-23_14_39_00,2022-04-23_14_40_00,2022-04-23_14_41_00,2022-04-23_14_42_00,2022-04-23_14_43_00,2022-04-23_14_44_00,2022-04-23_14_45_00,2022-04-23_14_46_00,2022-04-23_14_47_00,2022-04-23_14_48_00,2022-04-23_14_49_00,2022-04-23_14_50_00,2022-04-23_14_51_00,2022-04-23_14_52_00,2022-04-23_14_53_00,2022-04-23_14_54_00,2022-04-23_14_55_00,2022-04-23_14_56_00,2022-04-23_14_57_00,2022-04-23_14_58_00,2022-04-23_14_59_00,2022-04-23_15_00_00
0,alertmanager,openshift-monitoring,oct-03-03-compute,alertmanager-main-0,0.008530234955553708,0.009030123492593028,0.008912685496296844,0.008606605644443469,0.00858886971852068,0.009153348715501155,0.008855180333331965,0.009010824492593708,0.008498542759261235,0.009130336411113537,0.008636364974073432,0.008704417322223889,0.008663694266666695,0.008916590840740186,0.008197295948145809,0.008229559862960473,0.007705363225927108,0.007659973088889442,0.007452364825928305,0.008204670288887429,0.00804400285185154,0.008145238070368644,0.008476576266666262,0.008693380992594434,0.008512392900000257,0.008360817355555305,0.008222658177776423,0.008393933633332955,0.008114069866665146,0.008173475585182907,0.008074006314813299,0.00844288781111202,0.008683064696294793,0.00831040874814722,0.008049431707409153,0.008464463048147554,0.008436243392592318,0.008222413170369692,0.008357053100001025,0.00863487351852099,0.008431175385184933,0.008163991625924946,0.008701876588889315,0.00824111771111078,0.008145910555554615,0.008226711448147668,0.008035260577775328,0.008316063911112266,0.008353463214815646,0.008616018399997875,0.008647232566666692,0.008796907933332545,0.0080879534555539,0.008396351962074045,0.008934996574074225,0.008935660366666896,0.008570925862962516,0.00848060299259251,0.008260152640741581,0.008266060792589593,0.008210008729629745
1,alertmanager-proxy,openshift-monitoring,oct-03-03-compute,alertmanager-main-0,0.005705807733334546,0.005636263422221183,0.0059395550518510625,0.00608225315185067,0.005762008166665409,0.005821995511110732,0.005811980018518592,0.005941946040739924,0.0060187725333317186,0.006127646518520865,0.005918472348151193,0.00586030550370264,0.006386839929628304,0.0061105891925931416,0.005746935888887324,0.006116854807404943,0.005961840514815036,0.0059658326518527045,0.005631700418517641,0.0063037104518520615,0.006240001422224009,0.005944129270372085,0.005948585803701092,0.006141409718518979,0.006011221011111182,0.006090417533333595,0.006142796651851381,0.005868808529629422,0.005789695268111842,0.00608141604073993,0.005819630133333299,0.005719180177779722,0.006200670444444836,0.006050341785184746,0.005931574688889264,0.006137973370368854,0.006214612285182537,0.006065350477779753,0.005824347381483811,0.005662573035997374,0.005774381599999119,0.005876073544445886,0.0061524605888903525,0.005681547474072162,0.005990344407406088,0.005948226077779745,0.005695945818516285,0.006112888988890417,0.005975340248147,0.0058743573777772125,0.006009265398035498,0.006305941114812784,0.006087919403705234,0.005947283711109911,0.0062000261333331,0.006166529770369514,0.0059028593407405155,0.005675091222221656,0.005994585640739927,0.005815859618518584,0.005555891111112874
2,alertmanager-proxy,openshift-monitoring,oct-03-09-compute,alertmanager-main-2,0.006563383874072316,0.00613802798888746,0.00624745408518316,0.006523686711110108,0.006637287840739092,0.006215961455557221,0.006133294325923933,0.006326934488889594,0.006341834555553727,0.006439114496296735,0.006331864914813601,0.0062466373666649365,0.006329164344444711,0.006279013181483608,0.006228411581479225,0.0062697463666659655,0.006072163988887447,0.006463351096297428,0.00658652880370533,0.006078414570371632,0.006266075159257729,0.00603052258888797,0.006463628292594541,0.00603399732592691,0.0062155296259266786,0.00616107172962883,0.006381924585187976,0.006120430566668937,0.006194521437036775,0.006269701151850988,0.006179927637037543,0.0067471874518492715,0.006537768940739222,0.006698712681480648,0.006127345629630765,0.006566285214813873,0.00618017898518533,0.006162215252134091,0.00613220665555774,0.006282678537037877,0.006468121074074051,0.006669882500001998,0.00644215119999798,0.00640349376296096,0.006597087581478803,0.006466423677775985,0.006539378918518602,0.006350093944443131,0.006038710840739779,0.005939347477777592,0.006298491370371605,0.00608896577036999,0.006197232551854811,0.006216045659258036,0.00630010899999939,0.006427027381478522,0.0061924740703708046,0.006488369851851734,0.006208169122220609,0.006364498077777239,0.006723803814815324
3,alertmanager-proxy,openshift-monitoring,oct-03-12-compute,alertmanager-main-1,0.0033310108518519515,0.003227207033333562,0.0034124700296295626,0.0035779957925940295,0.0033032312925940833,0.0034053177259263778,0.0035039681037047827,0.003507513870371676,0.003464369651850642,0.0034376405777779675,0.0034484543407415913,0.0035784693703708064,0.0032069817740732645,0.0034072962703703526,0.0033754500037031436,0.003377923859259816,0.0034370875407401203,0.003428445651851925,0.003374203500000779,0.0031966951814815223,0.003429071159260073,0.003436766155556581,0.0034983615380636043,0.0035842130000000236,0.0035079911925920354,0.0034139489444442008,0.003308146448147522,0.0035301568419021457,0.0033591669518517413,0.0032516900925926434,0.003193361711110912,0.0031394711444439356,0.003327314867422138,0.003271469211111051,0.0033101604222220316,0.003231156625927017,0.0035653565703712416,0.0035085201851853967,0.0033687708703702677,0.0035757756925923548,0.0034571676629639113,0.003473011114814047,0.003285761792592355,0.0032229095518518823,0.0032460605407407086,0.003335834211109749,0.003504711907407909,0.0035078378333326804,0.0033554833925925915,0.003479884299999699,0.003367804466666645,0.003334383933332464,0.003222161892591868,0.00332574544814903,0.0034178951111109067,0.0034787128259267776,0.0035049320037042315,0.0033749012222213225,0.003599828088888697,0.0033901988148163247,0.003409636544445136
4,amun-api,thoth-amun-api-prod,oct-03-15-compute,amun-api-2-44r7x,0.0005539562481485687,0.000570120270370993,0.0005441228740723832,0.0005337474259249575,0.0005522839629621659,0.0005189292587349443,0.0005054161731537542,0.0005030159296304057,0.0005158051888900918,0.000527923033334648,0.0005159000407392914,0.0005322769777767125,0.0005283887888860287,0.0005244700052221644,0.0005379120148130891,0.000520825722223553,0.000526847548149413,0.0006220623703720102,0.0006354442703687474,0.0006210192779213089,0.0006449323111121851,0.0006391117037040843,0.00051038507778045,0.0005148006400160876,0.0005297604925949094,0.0005249870333332015,0.0004982648407416559,0.0005067495777775885,0.0004958808259289072,0.0005069492288765149,0.000537711231197177,0.0005104543851841838,0.0005057772999996949,0.0004912766333324759,0.0004987283814814334,0.0005056790037020551,0.0005239588111113267,0.0005209409359448366,0.0005249380148126403,0.000569595755556899,0.0005760438782657015,0.0005633794379298312,0.000567221100000434,0.0005556128222215867,0.0005006251296301209,0.0005099244481479453,0.0004986026666638618,0.00050204557272365,0.0004917477666687639,0.00048639708518546996,0.0005010689111090702,0.0004742684148166316,0.0005044036259244387,0.0004904630851847793,0.0005006182008740153,0.0005306754444434235,0.0004891050134436258,0.0005057920370375171,0.0004773449185180383,0.0005081466370366225,0.0005076522999978032
5,apicurio-bot,apicurio-apicurio-registry,oct-03-24-compute,apicurio-bot-75dc486b59-sz2wt,0.0005886957370368809,0.0005703486851850223,0.000590835614814801,0.0005926155333333504,0.0005853173259258373,0.0005842468259259106,0.0005966119074072494,0.0005951653666666398,0.0005429392333334599,0.0005855610111110663,0.000546276185185156,0.0005350986962961694,0.0005112214555557178,0.0005520132185185705,0.000556321796296465,0.0005406124851851423,0.0005754643074074769,0.0005368530962961679,0.000535262911111229,0.0005593414740739414,0.0005742110925925519,0.0005664837370368838,0.0005603960814815528,0.0005949224407408515,0.0005433181962964092,0.0005697918444445383,0.0005862838074072577,0.0005999728999999779,0.0006141796185185436,0.0005675144888890053,0.0005756523370370848,0.000561919562962927,0.0005441561185185257,0.0005678457740741662,0.0005559071259258249,0.0005887336888888597,0.0006239386962963384,0.0006040236074073636,0.0005899942888887651,0.0006103346592739354,0.0005913532481481862,0.0005530373666665077,0.0005630009185185575,0.0005568688074074797,0.0005574818185184288,0.0005620597000000982,0.0005781667962962813,0.0006097563111112507,0.0006073463962961881,0.0006184076703705075,0.0006297179629629884,0.0006362482222222618,0.0006154032370371052,0.0006555014851852758,0.0006327201868161699,0.0006332102592592845,0.0006575244925925374,0.0006603642306353969,0.0006626642703702567,0.0006654502555555289,0.0006597730074072725
6,apicurio-registry,apicurio-apicurio-registry,oct-03-24-compute,apicurio-registry-c89c8df66-l6kzs,0.0008176528185184974,0.0008418762814817119,0.0008295439444446453,0.0008236274851852884,0.0007975622407406668,0.0008476126481481415,0.0008042142074074306,0.0008110021555555452,0.0008155558740739892,0.0007529771037036847,0.0007514706074074538,0.0007404699370369969,0.0007194203518519383,0.0007434683074073426,0.000769276444444771,0.0007576999000000931,0.0007401160185184853,0.0007954288222225404,0.0007749162037035367,0.0007608867037039023,0.0007921909185184901,0.0008046682481483037,0.0007670112740739838,0.0007801156777780441,0.0007739083740741788,0.0007615897481480681,0.0007967572962962146,0.0007854090629629591,0.0008157936148146897,0.0008250025222221464,0.000808430714814929,0.0008513408592593638,0.0008159645370369617,0.0008298480740740565,0.0008210132740739735,0.0008388933469631255,0.0008280613592588723,0.0008632356037036583,0.0008600770629628744,0.0008685371888890147,0.0008683813703703016,0.000860129562963047,0.0008118089185186532,0.0008813625814813922,0.0008262611407408932,0.0008259460333335853,0.0008194636629628737,0.000844032288889004,0.0008300464703703862,0.0008560144444442341,0.0008380209037037882,0.0008534159296295407,0.0008302798666666907,0.0008875873148149872,0.0008661681727611931,0.0008452876999997359,0.0008649331407405549,0.0008784934148151378,0.0008808875148146298,0.0009044613259262676,0.000878209437037101
7,apicurio-registry,apicurio-apicurio-registry,oct-03-24-compute,apicurio-registry-mt-6dc6b6bb67-tvc2j,0.0004514332074075321,0.0004248411296297642,0.0004328571814815624,0.00044828965555544293,0.0004394267629630088,0.00044417859259266595,0.0004407586074074112,0.0004303627259261062,0.0004362205851851673,0.00042749383703700783,0.00044427999259255557,0.0004703700037038272,0.00042932568148162155,0.00044231148518536907,0.00043732391111103865,0.00044002453333333774,0.00044301237777791285,0.00043583570370376245,0.0004430219962961878,0.0004362311259260171,0.00043654432962954266,0.0004452642666666196,0.00043751707777767444,0.00044747273703701803,0.0004594408629629841,0.0004425125851852314,0.0004388966851852022,0.0004462362370369882,0.00043740182592589215,0.0004420313074073571,0.0004361307000000057,0.000434567896296248,0.00043035328888886733,0.0004563191185186329,0.0004447198888888798,0.0004695879287547349,0.0004343620074074032,0.0004531751037036345,0.0004345795740741104,0.0004540042962962279,0.00044738121111099306,0.0004578740999999422,0.0004477982592593183,0.0004642124888888517,0.0004613502111110561,0.00045164810370368764,0.00044409540000005856,0.00044690476296283226,0.00045934746666657873,0.00044983170000010534,0.00044081104444444464,0.00046204931111101696,0.00043982851851856816,0.00043264254444445085,0.00042143607368500544,0.00044659050370375586,0.0004593003962963007,0.00044027926296284596,0.00047242775925913824,0.0004623554592592848,0.00045558395185194234
8,apicurio-registry-mt-ui,apicurio-apicurio-registry,oct-03-07-compute,apicurio-registry-mt-ui-mt-6cf7574bf9-m9qqw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,argo-server,thoth-backend-prod,oct-03-31-compute,argo-server-7f87859f85-dzhzb,0.0002239582111110815,0.00023193305555556284,0.00023421039999999704,0.0002139660518519417,0.00022370427407409992,0.0002115564259258707,0.00020879443703702492,0.0002421207259259375,0.00023606939197290248,0.00026750092592593504,0.00026843502962955665,0.00024992599259258404,0.00024859167777783065,0.00023421605925919825,0.0002331197148148729,0.0002427421111110351,0.00024274059259257513,0.00024321474814817742,0.0002462970999999925,0.0002363164666666796,0.0002385241333333473,0.00032277175185192346,0.00024776004814818273,0.00025061455925923487,0.0002521665037037295,0.0003026557555555369,0.00023056530370369006,0.00021107400370365468,0.00020865330740744214,0.00029844854444444606,0.00025603719999996546,0.00032806621851856713,0.0002582623592592915,0.0003438681037037154,0.000252760755555591,0.00032072972962966844,0.00024357663333331758,0.0003156014370370452,0.00022934130740734587,0.00032404735185183304,0.0002544225296296182,0.0003267205777777665,0.0002568259185185045,0.0003442063111111582,0.00024810233333333277,0.0003326783407406656,0.0002557571148147249,0.00025254189259261175,0.0002446242703703766,0.00023995642592585344,0.00024143621851856602,0.00033409662592589486,0.0002566303814815127,0.00032926701111111675,0.0002550638629629618,0.00026012201851857404,0.0002224682037036827,0.0002197738707240453,0.00022870685555555307,0.00021871257777777205,0.000242966651851854
